PX_OPEN,PX_HIGH,PX_LOW,PX_LAST,PX_VOLUME
0.000901593760524418,-0.000108165960846986,-0.00255856940216496,-0.00206085389968882,0.34812838779291
-0.00195041422071384,-0.00837846408873738,-0.0158206464389582,-0.00510666807703431,0.289883921017615
-0.00238581959678521,0.0114665508433868,0.0153962192833488,0.00597219976667967,-0.249970581531937
0.00603544038070395,-0.00522105993940997,-0.00132335437037035,-0.00481721744546113,0.015125606530979
-0.0102344856165435,-0.00996261182301596,-0.0151197527108781,-0.0131520414579082,0.00582690632635328
-0.00593780617403273,0.00141082529314439,0.00361851002219722,0.0122491952713666,0.212800685390043
0.0114828085654522,0.0170041874530435,0.0141806932635133,0.0181599311875109,0.06138479585929
0.0166309719157997,0.00193154590035251,0.0110886842744586,0.000895086206499359,0.268892928375407
-0.00284764992559207,-0.00014823086490191,-0.00295201275618015,0.000083387452780679,-0.248419664669669
0.00245325596898473,0.000622422032098105,0.00575362004767899,0.000333480293840143,-0.456446239740777
0.00391301564749285,0.00966330829262577,0.00611660725991921,0.0091959940702853,0.429377622900478
0.00881815323713633,0.00122196052562217,-0.00308824449135899,-0.00853219067859157,-0.101177816616138
-0.0124286449277965,-0.0113354627691201,-0.00974176817183142,-0.00829236702036478,0.33892242451451
-0.00385057324404505,0.00544094343460935,0.00214790092205183,0.00541647374520803,0.118872262835173
0.00468274866773167,-0.00468179945288879,-0.00332000219386347,0.000757243923209775,-0.35809007954902
0.00226554342255555,0.00175595639727144,0.00615636323390698,-0.00124019785440225,0.0106591302271944
-0.000556740699369012,0.00824238660155415,0.00617231306059116,0.00963468129237149,-0.115143901552501
0.00390473517255435,0.00269018871525242,0.00381647601590282,0.00395297558136779,0.0356380316841897
0.00487949015618761,-0.000406759456148689,-0.00162479857650393,-0.00740339941477924,-0.167091156893438
-0.00854880599578042,-0.00978124091308507,-0.00986291844352507,-0.00357116035920563,-0.0317873975249224
0.00545127475360954,0.0116632039991156,0.0102162377838329,0.0149760016692497,0.232535424831841
0.00966528078069522,0.00435444541042588,0.00771786719534938,-0.000083519279778339,-0.0269909216080217
-0.00373756291982399,-0.00321057392744831,-0.00227621731841493,0.00139246823892048,-0.0834827101311489
0.00568495619286365,0.00383484853995448,0.00588404468825428,0.00312702156070411,-0.110747861318016
0.000746604128813902,0.00840830897905466,0.00386242701685171,0.0092981070342352,-0.0092728422063088
0.00719087108054494,0.00511474361920216,0.00811084840062013,0.00542486162872902,0.0602269814619018
0.00616038496535995,0.00350917958525196,0.0051621016432068,-0.000319581760337762,-0.190413219419441
